,Rest_id,name,rate,phone,location,rest_type,reviews_list,Mean Rating,Ro Rating,scaled_sentiment,final_score
2464,2464,Cookie Man,4.0,080 22067766,Koramangala 7th Block,Dessert Parlor,"[('Rated 5.0', 'RATED\n  Heavenly cookies. Had my mouth watering and craving for more. Especially the double chocolate chip cookie with the melted white chocolate middle. An amazing goodie gift for anyone loved.'), ('Rated 4.0', ""RATED\n  Cookie Man's strong aroma, will literally draw you towards it.\nI've picked up cookies from here umpteen number of times. They are good for gifting too, especially during Diwali they come up with various options. Their attractive packaging is another plus point.\nThe Almond Cluster Cookie has to be my all time favourite."")]",3.84,"{'roberta_neg': 0.001096295, 'roberta_neu': 0.011402149, 'roberta_pos': 0.9875015}",5.0,4.67
54,54,Sandwichwallas,4.0,+91 8277204538,Basavanagudi,Quick Bites,"[('Rated 4.0', 'RATED\n  Ordered Veg Cutlet Sandwich, Peri Peri Wedges and JalapeÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ±os, Mixed Herbs, Chilli Flakes Cheese Garlic Bread. Delivered on time, packing was good all the items was hot.\nNow coming to taste sandwich was good, wedges had right amount of spiciness in it and garlic bread was also ok ok.\nOverall nice food..'), ('Rated 4.0', ""RATED\n  It's a pocket friendly place. For your taste buds will be satisfied with the food. Varieties of garlic bread is what we repeatedly try. And jalapeno garlic bread is our personal favourite!"")]",3.76,"{'roberta_neg': 0.0030817566, 'roberta_neu': 0.04659565, 'roberta_pos': 0.9503226}",5.0,4.67
3075,3075,Bowring Kulfi,4.0,"080 65651812
080 64514089",Residency Road,Dessert Parlor,"[('Rated 4.0', ""RATED\n  Great kulfi's at a budget friendly cost. The Kesar pista is the winner as per general opinion. I was not very happy with the Kesar khajoor. The chocolate kulfi was average. There are some unique offerings like coconut and pan kulfi.""), ('Rated 4.0', 'RATED\n  The best kulfis in town, having experienced this place since childhood I can say their taste, quality and perseverance to deliver quality kulfis have never gone down one bit. An amazing place. Must try. Overall great experience.'), ('Rated 5.0', 'RATED\n  My childhood favorite place , the multi is so addictive that I can eat whole day, but one kulfi is sufficient to fill you stomach my favourite is pista badam')]",3.84,"{'roberta_neg': 0.014866223, 'roberta_neu': 0.05107546, 'roberta_pos': 0.93405837}",5.0,4.67
2580,2580,Pout,4.0,"+91 7090599999
+91 7090377777",BTM,Beverage Shop,"[('Rated 4.0', ""RATED\n  Shawarma? Pout. That's how Pout is remembered by every Christite. Located just before Christ University and in front of Dadi's Dum Biryani it's a go to place for all kinds of Middle Eastern food. I have had the Chicken Shawarma which was introduced for the first time by my friend and I thank her till this day. Succulent yet crunchy chicken pieces engulfed in two amazing sauces. It's not just a Shawarma, it's an experience. And you have to go through it first hand. So try it without further ado! Service is a little slow and I think that should be improved by putting another guy at work near the Shawarma counter as there is only one.""), ('Rated 4.0', 'RATED\n  Coming from an NRI background, found this place to serve one of the best shawarmas which could almost reach the level of Arab shawarmas. Their vegetable pickles are to be highly appreciated and great customer services. The sitting area is quiet pretty and authentic too.')]",3.84,"{'roberta_neg': 0.0107902335, 'roberta_neu': 0.103920266, 'roberta_pos': 0.88528955}",5.0,4.67
1517,1517,Royal Chef Naati Oota,4.0,"080 26589000
+91 9980074663",JP Nagar,Casual Dining,"[('Rated 3.0', 'RATED\n  Tasty!\n\nA good place for your Sunday binge. I had been here on a Sunday evening for dinner. I had ordered for a mutton chops dry and chapati. I loved the mutton chops. It was super spicy and delicious. IÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92ve also had their biryani rice and mutton chops gravy. I liked the mutton chops dry more. Biryani taste was fine.'), ('Rated 4.0', 'RATED\n  If incase your missing home Food or Want to Have Nati style , then this must visit place .\nThe biryani is mild , But gives the taste like home made one .\nIt is typical Karnataka style food like Ragi ball and Nati koli curry\nThe taste of the food is very good , Ambience is not that great .\nI would definitely recommend this restaurant for spicy and Nati style food .\nBut itÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s worth visiting for flicking clicking good .\n\nI ordered :\nChicken Raja\nFrench Chicken\nPepper Chicken Masala\nRagi Ball\nKerala parotha\nChicken Biriyani'), ('Rated 5.0', 'RATED\n  The food is amazing. Tried a whole bunch on non-veg items from this place and was never dissapointed\n\nMy top picks from this place: Kerala Parota, Mutton Liver fry')]",3.84,"{'roberta_neg': 0.0038531995, 'roberta_neu': 0.03385962, 'roberta_pos': 0.96228725}",5.0,4.67
85,85,Amma'S Pastries,4.0,+91 9590607750,Bannerghatta Road,Bakery,"[('Rated 4.0', ""RATED\n  They have some of the best cakes and pastries freshly made. However eggless lovers might be disappointed here as they don't have much options for that here. You would even get all kinds of breads, truffles and tarts too.""), ('Rated 4.0', 'RATED\n  Usually all our birthday cakes come from here. Very good cakes at a very very reasonable price. Quick delivery and good flavour options are set out.')]",3.89,"{'roberta_neg': 0.0061439364, 'roberta_neu': 0.032660726, 'roberta_pos': 0.9611953}",5.0,4.67
716,716,Stir Fry,4.0,"080 41151185
080 41151184",Residency Road,Casual Dining,"[('Rated 4.0', ""RATED\n  Nice, nice and nice. So after a long schlep around the area the sight of a Chinese restaurant is so welcome. The ambience is pleasing, the food tasty and it's pretty reasonable too."")]",3.84,"{'roberta_neg': 0.0012591161, 'roberta_neu': 0.009081186, 'roberta_pos': 0.9896597}",5.0,4.67
1249,1249,Kfc,4.0,080 33994444,BTM,Quick Bites,"[('Rated 4.0', ""RATED\n  KFC yummy chicken as usual..\n\nHands off for the taste and always refresh the taste buds..\n\nAs slogan says it's too good...\n\nWe taken the bucket chicken and Pepsi seriously it was so delicious and excellent..""), ('Rated 4.0', ""RATED\n  I am a big fan of KFC crispy fried chicken. Tastes just yummy. It's a nice place to hangout with couple of friends and family also. The food is just finger licking"")]",3.35,"{'roberta_neg': 0.0015297928, 'roberta_neu': 0.008386471, 'roberta_pos': 0.9900837}",5.0,4.67
1110,1110,Amma'S Pastries,4.0,+91 9590607750,Indiranagar,Dessert Parlor,"[('Rated 5.0', ""RATED\n  My favourite place ever!!! I love the black forest cake here!!! It's so so good!!!\nAnd specially the Vegetable puffs and egg puff!!! Sweet and savoury both are the best combos here!!!\nIt's a must try no one can resist this place!!!"")]",3.89,"{'roberta_neg': 0.0024798186, 'roberta_neu': 0.0052251783, 'roberta_pos': 0.992295}",5.0,4.67
2245,2245,Pout,4.0,"+91 7090599999
+91 7090377777",BTM,Beverage Shop,"[('Rated 4.0', ""RATED\n  Shawarma? Pout. That's how Pout is remembered by every Christite. Located just before Christ University and in front of Dadi's Dum Biryani it's a go to place for all kinds of Middle Eastern food. I have had the Chicken Shawarma which was introduced for the first time by my friend and I thank her till this day. Succulent yet crunchy chicken pieces engulfed in two amazing sauces. It's not just a Shawarma, it's an experience. And you have to go through it first hand. So try it without further ado! Service is a little slow and I think that should be improved by putting another guy at work near the Shawarma counter as there is only one.""), ('Rated 4.0', 'RATED\n  Coming from an NRI background, found this place to serve one of the best shawarmas which could almost reach the level of Arab shawarmas. Their vegetable pickles are to be highly appreciated and great customer services. The sitting area is quiet pretty and authentic too.'), ('Rated 4.0', 'RATED\n  The rocket shawarma from this joint is so delicious! Extremely filling and the Chicken is cooked to perfection. However, consistency is lacking in the quantity')]",3.84,"{'roberta_neg': 0.0058097406, 'roberta_neu': 0.043503467, 'roberta_pos': 0.95068675}",5.0,4.67
394,394,Madouk Cafe,4.0,+91 9164080309,Brookefield,Cafe,"[('Rated 4.0', 'RATED\n  This is almost a daily snack joint for my family. They make awesome shawarma. It?s a cool place to hang around as well. I haven?t tried other snacks though, but I hope they?re good as well.'), ('Rated 4.0', 'RATED\n  A cool place to hang out with friends. Nice ambience cosy place to sit with cute cushions. Love their menu had chicken ball, veg samosa, ginger tea & lovely pies.Overall a pocket friendly place wid good food.')]",3.84,"{'roberta_neg': 0.0013105051, 'roberta_neu': 0.008383258, 'roberta_pos': 0.99030626}",5.0,4.67
1352,1352,Shree Venkateshwara North Karnataka Hotel,4.0,+91 9945612307,Jayanagar,Quick Bites,"[('Rated 5.0', ""RATED\n  Best place in Jayanagar to get authentic North Karnataka food\n\nBecause it tastes like home\n\nGet the special thali if you wanna taste everything\n\nIt's definitely worth the price""), ('Rated 5.0', 'RATED\n  Shree Venkateshwara North Karnataka Hotel jaynagara 4th block.\nthe place is usually crowded but worth it. One of the best place for uttara Karnataka food. its in heart of jaynagara 4th block.\nits like home food, good service and hygienic food, best price also\nspecial meals :\n3 curry\n3 roti\n1 bowl rice\n1 sweet\n1 cup Curd\n1glass buttermilk\ngreen salad\n\nService : 4.5 / 5\nFood. : 5 / 5\nAmbience : 5 / 5\nCleanliness : 5 / 5')]",3.84,"{'roberta_neg': 0.0019794707, 'roberta_neu': 0.048218857, 'roberta_pos': 0.94980174}",5.0,4.67
2014,2014,Savitha Family Restaurant,4.0,"080 25505786
080 25500333",Koramangala 4th Block,Quick Bites,"[('Rated 4.0', 'RATED\n  IÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92ll rate this restaurant 4.5 stars.\n\nOrdered lots of starters of 6 different varieties for home delivery through Zomato.\nEach of the items were delicious. Tandoori Chicken and Chicken Kalmi Kebabs were the best, tender and juicy. Quantity is also good.\nWill definitely order again.'), ('Rated 4.0', 'RATED\n  Decent food at decent price. Can be tried once in a while.\nOnly drawback was the fibrous chicken pieces in pepper chicken but the quantity was good.')]",3.84,"{'roberta_neg': 0.002032188, 'roberta_neu': 0.01620487, 'roberta_pos': 0.981763}",5.0,4.67
821,821,Polar Bear,4.0,080 49653391,Electronic City,Dessert Parlor,"[('Rated 4.0', 'RATED\n  It has a variety of desserts to offer. Death by chocolate and choco fudge brownie is a must try. Good place to hang out and enjoy ice cream.'), ('Rated 5.0', 'RATED\n  Do do do try their Death by Chocolate and my personal favorite, the Chocozilla!\nThe Chocozilla , just gets better as you dig in. The gooey chocolate cake with the chocolate sauce with the icecream which you get as you dig deeper is absolutely heavenly.\nAnd the DBC , is like a regular. One always orders this.'), ('Rated 4.0', 'RATED\n  Food quality is really nice I mean really nice.. but seating capacity needs to be improved .. weekend evening are mostly full. Please take a note'), ('Rated 3.0', ""RATED\n  Another popular icecream joint in town and it's always crowded on weekends.we had choco sundae and honestly it tasted like normal choco icecrm and the brownie tasted like pastry. May try more flavour in future and it's quite costly for the amount they give."")]",3.83,"{'roberta_neg': 0.004875225, 'roberta_neu': 0.04489705, 'roberta_pos': 0.9502277}",5.0,4.67
582,582,Willys Top Cafe,4.0,"+91 7795808555
00 09176703991",Jayanagar,Cafe,"[('Rated 2.0', 'RATED\n  Disappointed by the service,had ordered loaded nachos and he gave us cheese sticks,he heard us wrong and dint even bother to ask to change(out of courtesy since the order was prepared we took it),they tasted okay and the quantity was less...liked the irish coffee shake.ambience is nice.'), ('Rated 5.0', 'RATED\n  Had been here for a celebration. The roof top experience that too for a non-alcoholic restaurant is worth it. The ambience is well planned like a garage and very good. The non-veg is also good'), ('Rated 4.0', 'RATED\n  This place is situated in Jayanagar and there was a time when if you wanted to hangout somewhere you need to go very far and now I?m glad that the trend is changing now and I don?t have to go too far to just chill!!\n\nWe had ordered Oreo milkshake, babycorn manchurian and Nachos.\nThe Oreo milkshake was really great with less ice and more creamy texture and tasted every bit of Oreo.\nBabycorn manchurian has the right spice and aroma and was delicious!!\nNachos is my all time favourite and a goto kind of dish which I order no matter which place I head to. The nachos made of maida and deep fried in oil with so much of cheese was not that great.\n\nAmbience - 4/5\nPricing - 4/5\nTaste - 4/5'), ('Rated 4.5', 'RATED\n  Diagonally oppsite to central on the 4th floor.the ambience is good and the service is extremely good. Great staff. A good hangout place to spend an evening with friends. Food could have been a little better but all in all a great place. Oh for hukka lovers..you have a new joint in town.'), ('Rated 5.0', ""RATED\n  Optimal use of the place. Wonderful interiors. Over everything what matters the food was super delicious. Value for money. Cheers to the Willy's Top Cafe. Great start. Keep the deliciousness going!!"")]",3.84,"{'roberta_neg': 0.008498267, 'roberta_neu': 0.042381197, 'roberta_pos': 0.9491205}",5.0,4.67
